article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3
Marzuki Alie,,Marzuki Alie,,Marzuki Alie Official Portrait.jpg,,ke-15,Susilo Bambang Yudhoyono,Ketua Dewan Perwakilan Rakyat,1 Oktober 2009,1 Oktober 2014,Priyo Budi Santoso(B. Politik & Keamanan)Pramono Anung(B. Industri & Pembangunan)Anis Matta (2009–13)Sohibul Iman (2013–14)(B. Ekonomi & Keuangan)Marwoto M. (2009–10)Taufik K. (2010–14)(B. Kesejahteraan Rakyat),,Agung Laksono,,Setya Novanto,Boediono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955 11 6,"Palembang, Sumatera Selatan, Indonesia",,,,,,Independen (sejak 2021),Demokrat (–2021),Asmawati,,,2,,,Universitas Sriwijaya Universiti Utara Malaysia,Politikus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadi Thayeb,,,,Teuku Mohammad Hadi Thayeb.jpg,,ke-8,Soekarno,Daftar Menteri Perindustrian IndonesiaMenteri Perindustrian Dasar Indonesia,27 Agustus 1964,22 Februari 1966,,,Chaerul Saleh,,M. Jusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-8,Daftar Menteri Perindustrian IndonesiaMenteri Perindustrian Kerajinan & Tekstil Indonesia,22 Februari 1966,25 Juli 1966,,,Azis Saleh,Soekarno,,Muhammad Sanusi,,,,1922 9 14,"Peureulak, Aceh Timur, Aceh, Hindia Belanda",2014 1 10 1922 9 14,"Jakarta, Indonesia",Indonesia,,,,,,,,Teuku Mohammad Hamzah Thayeb,Teuku Chik Mohammad Thayeb,,,,,,,,,,,,Diplomat,,,,,,,,,,,Teuku Mohammad Syarief Thayeb (saudara),,,1981,,,,,,Daftar Gubernur Aceh  Gubernur Daerah Istimewa Aceh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eddy Sabara,,,,,,,,,,,,,,,,,ke-12,,,,,,,,,,,,,,,,,,"TM Hadi Thayeb, 1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,1986,,,,,,,,,,,,,,,,,,,Ibrahim Hassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soekardi,,R. Soekardi,,Leader of the Functional Development Fraction in the People's Representative Council R. Sukardi Parlementaria 16 April 1986 (cropped).jpg,,,,Wakil Ketua DPR/MPR RI,2 Oktober 1987,1 Oktober 1992,,,Amir Murtono,,John Ario Katili,,,,,,,,,,,Anggota Dewan Perwakilan RakyatRepublik Indonesia,1 Oktober 1977,1 Oktober 1992,,,,,,,,,,,,,,,,13 Februari 1968,1 Oktober 1977,,,,,,,,,,1920 2 28,"Praya, Hindia Belanda",2015 8 28 1920 2 28,"Jakarta, Indonesia",,,,GOLKAR,,R.A. Soekarti,,Theo L. Sambuaga (menantu),4,,,,,Indonesia,1945–1975Buku Pelengkap V Pemilihan Umum 1982: Ringkasan Riwayat Hidup dan Riwayat Perjuangan Anggota Dewan Perwakilan Rakyat Hasil Pemilhan Umum Tahun 1982 https://books.google.co.id/books?id=PdsG-wAeW2wC&printsec=frontcover&hl=id&source=gbs_atb#v=onepage&q&f=false Lembaga Pemilihan Umum 1983 Lembaga Pemilihan Umum Jakarta 616,Mayor Jenderal,TNI Angkatan Darat,Korps Peralatan (CPL)Buku Lampiran III Pemilihan Umum 1971 https://books.google.co.id/books?id=LiFiMIyShEIC&printsec=frontcover&hl=id&source=gbs_atb#v=onepage&q&f=false Lembaga Pemilihan Umum 1973 Lembaga Pemilihan Umum Jakarta 339,,"Bintang Mahaputera AdipradanaR. Soekardi, Tentara Demokrat https://books.google.co.id/books?hl=id&id=zhRxAAAAMAAJ&dq=Soekardi+Bintang+Mahaputera+Adipradana&focus=searchwithinvolume&q=Bintang+Mahaputera+Adipradana Sk Patmono 2000 Pustaka Sinar Harapan Jakarta 268",,,,,,,,,,,,,,,,,,,,,,,,Jawa Timur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saiful Sulun, Soerjadi, Jailani Naro, dan R. Soeprapto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karya Pembangunan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ABRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kharis Suhud,,,,,,,,Ketua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soerjadi Soedirdja,,,,KPN Soerjadi Soedirdja.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-7,"Menteri Koordinator Bidang Politik, Hukum, dan Keamanan Republik IndonesiaMenteri Koordinator Bidang Politik, Sosial, dan Keamanan Republik Indonesia",15 Februari 2000,23 Agustus 2000,,,Wiranto,Abdurrahman Wahid,,Susilo Bambang Yudhoyono,,,,1938 10 11,"Batavia, Hindia Belanda",2021 8 3 1938 10 11,"Jakarta, Indonesia",Indonesia,,,,,Sri Soemarsih,,,,,,Akademi Militer Nasional (1962),Tentara Politikus,Indonesia,1962—1993,25px|  Jenderal TNI (Kehormatan),25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,29 Oktober 1999,,,,,,Menteri Dalam Negeri Republik IndonesiaMenteri Dalam Negeri dan Otonomi Daerah Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,Syarwan Hamid,,19685,,,,,,,,,,,,,,,ke-23,,,,,,,,,,,ke-11,,,,,,,Soerjadi sebagai Menteri Dalam Negeri dan Otonomi Daerah Indonesia,,,,,,,6 Oktober 1997,,,,,,,,,,,,,,,,,,,,,,,,,,Gubernur Daerah Khusus Ibukota Jakarta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23 Juli 2001,,,,,,,,,Abdurrahman Wahid,,,,,,,,,,Hari Sabarno,,,,,,,,,,,,,,,,,,,,,,,Sutiyoso,,,,,,,,,,,,,,,,,Wiyogo Atmodarminto,,,,,,,,,6 Oktober 1992,,,,,,,,,,,,,,,
Fatmawati,,Fatmawati,,Fatmawati Soekarno.jpeg,,,,Ibu Negara Indonesia ke-1,17 Agustus 1945,12 Maret 1967,,,"Tidak ada, jabatan baru",,Hartini (penjabat tidak resmi)Siti Hartinah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923 2 5,"Bengkulu, Hindia Belanda",1980 5 14 1923 2 5,"Kuala Lumpur, Malaysia",Indonesia,,,,,Soekarno 1943 1970 d,,,Guntur SoekarnoputraMegawati SoekarnoputriRachmawati SoekarnoputriSukmawati SoekarnoputriGuruh Soekarnoputra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hj.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Siti Chadijah,,,,,,,,,,,,,,,,,,,,,,Hasan Din,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarwo Edhie Wibowo,,Sarwo Edhie Wibowo,,"Sarwo Edhie Wibowo, Irian Barat dari Masa ke Masa, p155-156.jpg",,,Soeharto,Duta Besar Indonesia untuk Korea Selatan,Mei 1973,Mei 1978,,,Leonardus Benyamin MoerdaniPejabat Duta Besar,,Kaharuddin Nasution,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panglima Komando Daerah Militer XVII/Cenderawasih,2 Juli 1968,20 Februari 1970,,,R. Bintoro,Soeharto,,Acub Zaenal,,,,1925 7 25,"Hindia Belanda Pangenjuru, Purworejo, Jawa Tengah, Hindia Belanda",1989 11 9 1925 7 25,"Indonesia Jakarta, Indonesia",Indonesia,,,,,Ny. Sunarti Sri Hadiyah,,,1. Wijiasih Cahyasasi 2. Wrahasti Cendrawasih 3. Kristiani Herrawati 4. Mastuti Rahayu 5. Jenderal TNI Pramono Edhie Wibowo 6. Retno Cahyaningtyas 7. Hartanto Edhie Wibowo,,,,Tentara,Kekaisaran Jepang (1942—1945) Indonesia (1945—1975),1942—1975,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri (RPKAD),,,,,,,,,,,,,,,1. Jenderal TNI Susilo Bambang Yudhoyono (menantu) 2. Letjen TNI Erwin Sujono (menantu) 3. Kolonel Inf Hadi Utomo (menantu),,,25 Juni 1967,,,,,,Panglima Komando Daerah Militer II/Bukit Barisan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sobiran,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-5,,,,,,,,,,,,,,1967,,,,,,,,,,,,,,,,,,,,,,,,,,Komandan Jenderal Komando Pasukan KhususKomandan Resimen Para Komando Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 Juli 1968,,,,,,,,,,,,,,,,,,,Leo Lopulisa,,,,,,,,,,,,,,,,,,,,,,,Widjoyo Suyono,,,,,,,,,,,,,,,,,Mung Parhadimulyo,,,,,,,,,1964,,,,,,,,,,,,,,,
Mar'ie Muhammad,,,,Sixth Development Cabinet Poster (Mar'ie Muhammad).jpg,,ke-18,Soeharto,Menteri Keuangan Indonesia,17 Maret 1993,16 Maret 1998,,,J.B. Sumarlin,,Fuad Bawazier,,,,,,,,,,B. J. Habibie  Abdurrahman Wahid  Megawati Soekarnoputri Susilo Bambang Yudhoyono,Ketua Umum Palang Merah Indonesia ke-11,22 Desember 1998,22 Desember 2009,,,Siti Hardijanti Rukmana,,Jusuf Kalla,,,,,,,,,,,,,,,,,,,,,,1939 4 3,"Surabaya, Jawa Timur, Hindia Belanda",2016 12 11 1939 4 3,"Jakarta, DKI Jakarta",,,,,,,,,3,,,,Ekonom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mervin Sadipun Komber,,"Dr. Ir. Mervin Sadipun Komber, SE.,MM.,CTT",,Mervin Sadipun Komber.jpg,,,,Ketua Badan Kehormatan Dewan Perwakilan Daerah,22 Agustus 2017,8 Oktober 2019,,,A. M. Fatwa,,Leonardy Harmainy,,,,,,,,,,,Anggota Dewan Perwakilan Daerahdari Papua Barat,1 Oktober 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,1980 6 20,"Indonesia Fakfak, Papua Barat",,,Indonesia Indonesia,,,Independen,,,,,2,,,Universitas Cenderawasih Universitas Trisakti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sang Cenderawasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daryatmo,,,,Daryatmo.png,,ke-5,,Ketua Majelis Permusyawaratan Rakyat Republik Indonesia,Maret 1978,Oktober 1982,,,Adam Malik,,Amir Machmud,,,,,,,,,ke-8,Soeharto,Ketua Dewan Perwakilan Rakyat Republik Indonesia,23 Maret 1978,30 September 1982,,,Adam Malik,,Amir Machmud,,,,,,,,,ke-7,Komando Daerah Militer I/Bukit Barisan#Pejabat PangdamPanglima Kodam II/Bukit Barisan,1 Agustus 1963,29 Oktober 1965,,,Kolonel Inf A. Thalib,,,Brigjen TNI Sobiran,,,,1925 6 18,"Surakarta, Jawa Tengah, Indonesia",1992 12 6 1925 6 18,Jakarta,,,,,,,,,,,,,,Indonesia,1945—1980,25px Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jusuf Wibisono,,,,Jusuf wibisono.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ke-7,Menteri Keuangan Indonesia,24 Maret 1956,9 April 1957,,,Sumitro Djojohadikusumo,Soekarno,,Sutikno Slamet,,,,1909 2 28,"Magelang, Keresidenan Kedu, Hindia Belanda",1982 6 15 1909 2 28,"Surabaya, Jawa Timur, Indonesia",,,,Masyumi,,,,,,,,Rechtscoogeschool te Batavia,,,,,,,,,,,,,,,,,,,,,,,,27 April 1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syafruddin Prawiranegara,,,,,,,,,,,,,,,,,,,Soekarno,,,,,,,,,Ke-1,,,,,,,,,,,,,,3 July 1947,,,,,,,,,,,,,,,,,,,,,,,,,,Wakil Menteri Kemakmuran Indonesia,,,,,,,,,,,,,,,,,,,,,,Sutan Sjahrir,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,Soekiman Wirjosandjojo,,,,,,,3 April 1952,,,,,,,,,Soekarno,,,Ali Sastroamidjojo,,,,,,,Sumitro Djojohadikusumo,,,,,,,,,,,,,,,,,,,,,,,IJ KasimoA. Tjokronegoro,,,,,,,,,,,,,,,,,Tidak ada,,,,,,,,,2 Oktober 1946,,,,,,,,,,,,,,,
Filomeno Hornay,,,,,,,,Ketua Dewan Konsultatif UNTAS,16 Juli 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Filomeno de Jesus Hornay,1960 1 1,"Portugis Fohorem, Cova Lima, Timor Portugis",,,Indonesia,,,,,Maria I. Alice Assis,,,Priscilla Hornay Salatiel Hornay Jason Hornay Fenella Hornay Letitia Hornay,,,"Lincoln University, New Zealand",,,,,,,,,,Pensiunan PNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katolik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siswondo Parman,,Siswondo Parman,,S_Parman.jpg,,ke-5,,Pusat Polisi Militer Angkatan Darat#Daftar komandanKomandan Pusat Polisi Militer Angkatan Darat,1950,1953,,,Kolonel Cpm A.Y. Mokoginta,,Letkol Cpm M.Y. Proyogo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918 8 4,"Wonosobo, Hindia Belanda",1965 10 1 1918 8 4,"Lubang Buaya, Jakarta",,,,,,Ny. Sumirahaju,,Sakirman (kakak),Ali Ebram,,,,TNI,Indonesia,1945—1965,25px|  Letnan Jenderal TNI (Anumerta),25px TNI Angkatan Darat,Polisi Militer (CPM),,10px Pahlawan Revolusi - KPLB Anumerta,,,,,,,,,,,,,Letjen TNI (Purn.) Sugiono (Anak Angkat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terbunuh pada peristiwa Gerakan 30 September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pangkat terakhirnya adalah Mayor Jenderal TNI, tetapi karena gugur dalam tugas, maka diberikan Kenaikan Pangkat Luar Biasa (KPLB) menjadi Letjen. TNI (Anumerta).",,,,,,,,,,,,
Bernardus Sugiarta Muljana,,Bernardus Sugiharta Muljana,,Bernardus Sugiarta Muljana - Fifth Development Cabinet.jpg,,ke-1,Soeharto,Daftar Wakil Menteri Perencanaan Pembangunan Nasional Indonesia  Menteri Muda Perencanaan Pembangunan Nasional,23 Maret 1988,11 Maret 1993,,,"tidak ada, jabatan baru",,Lukita Dinarsyah Tuwo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931 3 3,"Yogyakarta, DI Yogyakarta, Hindia Belanda",2014 9 15 1931 3 3,"Jakarta, DKI Jakarta, Indonesia",Indonesia,,,,,,,,,,,Universitas Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katolik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roesmin Noerjadin,Marsekal TNI (Purn.),,,Rusmin nurjadin PYO.jpg,,ke-26,Soeharto,Menteri Perhubungan Indonesia,29 Maret 1978,23 Maret 1988,,,Emil Salim,,Azwar Anas,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-7,Duta Besar Indonesia untuk Amerika Serikat,1974,1977,,,Syarief Thayeb,Soeharto,,Ashari Danudirdjo,,,,1930 5 31,"Keresidenan Malang, Jawa Timur, Hindia Belanda",1994 9 8 1930 5 31,"Kota Bandung, Jawa Barat, Indonesia",Indonesia,,,,,,,,,,,Akademi Angkatan Udara (1952),Tentara,Indonesia,1952–1985,25px Marsekal TNI,25px TNI Angkatan Udara,Korps Penerbang (Tempur),,,,,,,,,,,,,,,Marsdya TNI Roesman Noerjadin (adik)  Roestriana Adrianti (keponakan),,,1970,,,,,,Duta Besar Indonesia untuk Britania Raya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,Ibrahim Adjie,,473745Lembaga Pemilihan Umum 1983 875,,,,,,,,,,,,,,,ke-7,,SoekarnoSoeharto,,,,,,,,,ke-4,,,,,,,,,,,,,,10 November 1969,,,,,,,,,,,,,,,,,,,,,,,,,,Kepala Staf TNI Angkatan Udara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,1974,,,,,,,,,Soeharto,,,,,,,,,,Raden Soebono,,,,,,,,,,,,,,,,,,,,,,,Soewoto Sukendar,,,,,,,,,,,,,,,,,Sri Mulyono Herlambang,,,,,,,,,31 Maret 1966,,,,,,,,,,,,,,,
Justika Baharsjah,,Justika Baharsjah,,Justika B dalam Menteri Perempuan dalam Kabinet Pembangunan VII (cropped).jpeg,,ke-24,B. J. Habibie,Menteri Sosial Indonesia,23 Mei 1998,20 Oktober 1999,,,Siti Hardijanti Rukmana,,Bachtiar Chamsyah,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-21,Menteri Pertanian Indonesia,14 Maret 1998,21 Mei 1998,,,Sjarifuddin Baharsjah,Soeharto,,Soleh Solahudin,,,,1937 5 7,"Cianjur, Keresidenan Priangan, Hindia Belanda",,,Indonesia,,,Nonpartai,,Sjarifuddin Baharsjah 1962 2021 d,,,2,,,Institut Pertanian BogorUniversitas KentuckyUniversitas Cornell,"Akademikus, politikus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Justika saat pelantikan sebagai Menteri Pertanian pada 1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.B. Simatupang,,Tahi Bonar Simatupang,,"Kolonel Simatoepang Chef-staf van de TNI, uitgever van de order ""staakt het vure…, Bestanddeelnr 344030 010.jpg",,ke-2,Soekarno,Panglima Tentara Nasional Indonesia  Kepala Staf Angkatan Perang Republik Indonesia,29 Januari 1950,4 November 1953,,,"Jenderal Besar TNI Soedirman
Jenderal TNI Oerip Soemohardjo",,Jenderal Besar TNI Abdul Haris Nasution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920 1 28,"Sidikalang, Bataklanden, Keresidenan Tapanuli, Hindia Belanda",1990 1 1 1920 1 28,"Jakarta, Indonesia",Indonesia,,,,,Sumarti Budiardjo,,,4,Simon Simatupang gelar Sutan Mangaraja Soaduan (ayah) Mina br. Sibuea (ibu),,KNIL (1940),,Hindia Belanda (1941—1942) Kekaisaran Jepang (1943—1945) Indonesia (1945—1959),1941—1959,"25px| 
 Letnan Jenderal TNI",25px TNI Angkatan Darat,Zeni,"Revolusi Nasional Indonesia
Agresi Militer Belanda ke-2",,,,,,,,,,,,,,Sahala Hamonangan Simatupang (abang) Tapi Omas Simatupang (adik) Batara Ningrat Simatupang (adik) Ali Budiardjo (ipar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristen Protestan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
