article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3,summary,wikiurl,birth_date_cleaned,death_date_cleaned
Sutami,,Sutami,,Sutami 2003 Indonesia stamp.jpg,,,Soekarno,Menteri Pekerjaan Umum Indonesia ke-16,22 Februari 1966,17 Oktober 1967,,,Soeprajogi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17 Oktober 1967,29 Maret 1978,,,,Soeharto,,Purnomosidi Hadjisarosa,,,,1928 10 19,"Surakarta, Jawa Tengah, Hindia Belanda",1980 11 13 1928 10 19,"Jakarta, Indonesia",Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prof. Dr. (H.C.) Ir. Sutami atau Soetami (19 Oktober 1928 – 13 November 1980) adalah seorang insinyur sipil yang pernah menjabat Menteri Pekerjaan Umum Indonesia. Ia sudah menjadi Menteri sejak tahun 1964 pada Kabinet Dwikora I masa pemerintahan Presiden Soekarno sebagai Menteri Negara diperbantukan pada Menteri Koordinator Pekerjaan Umum dan Tenaga untuk urusan penilaian konstruksi hingga tahun 1978 pada Kabinet Pembangunan II masa pemerintahan Presiden Soeharto selama 13,5 tahun. Ir. Sutami adalah Menteri Pekerjaan Umum ""terlama"" dengan masa jabatan selama 12 tahun pada 6 kabinet dihitung sejak menjabat Menteri Koordinator Kompartimen Pekerjaan Umum dan Tenaga pada Kabinet Dwikora II (22 Februari 1966).",https://id.wikipedia.org/wiki/Sutami,1928-10-19,1980-11-13
Mohammad Natsir,,Mohammad Natsir,,Mohammad Natsir 1950s.jpg,,ke-5,Soekarno,Perdana Menteri Indonesia,"5 September 1950Feith, Herbert. The Decline of Constitutional Democracy in Indonesia. hal 150.","26 April 1951Feith, Herbert. The Decline of Constitutional Democracy in Indonesia. hal 168.",,,Abdoel Halim,,Sukiman Wirjosandjojo,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-2,Menteri Penerangan Indonesia,12 Maret 1946,26 Juni 1947,,,Amir Sjarifuddin,Soekarno,,Setiadi Reksoprodjo,,,,1908 7 17,"Alahan Panjang, Lembah Gumanti, Solok, Hindia Belanda",1993 2 6 1908 7 17,"Jakarta, Indonesia",Indonesia,,,Masyumi (Masyumi),,Nurnahar 1934 1991 died,,,6,,,,,,,,,,,,,Politikus,,,,,,,,,,,,,,29 Januari 1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sjahbudin Latif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Agustus 1949,,,,,,,,,Soekarno,,,,,,,,,,Syafruddin Prawiranegara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr. (H.C.) H. Mohammad Natsir (17 Juli 1908 – 6 Februari 1993) adalah seorang ulama, politikus, dan pejuang kemerdekaan Indonesia. Ia merupakan pendiri sekaligus pemimpin partai politik Masyumi, dan tokoh Islam terkemuka Indonesia. Di dalam negeri, ia pernah menjabat menteri dan Perdana Menteri Indonesia, sedangkan di kancah internasional, ia pernah menjabat sebagai presiden Liga Muslim Dunia (World Muslim League) dan ketua Dewan Masjid se-Dunia.",https://id.wikipedia.org/wiki/Mohammad_Natsir,1908-07-17,1993-02-06
Mukti Ali,,,,Mukti Ali.jpg,,Ke-12,Soeharto,Menteri Agama Indonesia,11 September 1971,29 Maret 1978,,,K.H. Muhammad Dahlan,,Alamsyah Ratu Perwiranegara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923 8 23 y,"Cepu, Blora, Keresidenan Rembang, Hindia Belanda",2004 5 5 1923 8 23 y,"Yogyakarta, Indonesia",Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prof. Dr. K.H. Abdul Mukti Ali (23 Agustus 1923 – 5 Mei 2004) adalah mantan Menteri Agama Republik Indonesia pada Kabinet Pembangunan II. Ia juga terkenal sebagai Ulama ahli perbandingan agama yang meletakkan kerangka kerukunan antarumat beragama di Indonesia sesuai dengan prinsip Bhineka Tunggal Ika atau istilah yang sering dipakainya ""Setuju dalam Perbedaan."" Ia juga terkenal sebagai cendekiawan muslim yang menonjol sebagai pembaharu pemikiran Islam melalui Kajian Keislaman (Islamic Studies).",https://id.wikipedia.org/wiki/Mukti_Ali,1923-08-23,2004-05-05
Sutanto Wiryoprasonto,,Sutanto Wiryoprasonto,,10 Mayjen TNI Sutanto Wirjoprasonto.jpg,,,,Wakil Ketua Badan Pertimbangan Pendidikan Nasional,1989,1993,,,,,,,,,,,,,,,,Anggota Badan Pertimbangan Pendidikan Nasional,6 Desember 1989,1998,,,,,,,,,,,,,,,Sekretaris Jenderal Departemen Pendidikan dan Kebudayaan,28 April 1980,12 Januari 1987,,,Teuku Umar Ali,,,Bambang Triantoro,,,,1924 7 24,"Surakarta, Jawa Tengah, Hindia Belanda",2000 4 3 1924 7 24,,,,,,,,,,,,,,,Indonesia,1944—1979,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letnan Jenderal TNI (Purn.) Sutanto Wiryoprasonto (24 Juli 1924 – 3 April 2000) merupakan seorang perwira tinggi angkatan darat dan birokrat dari Indonesia. Ia menjabat sebagai Komandan Sekolah Staf dan Komando ABRI dari 1974 hingga 1977 dan Sekretaris Jenderal Departemen Pendidikan dan Kebudayaan dari tahun 1980 hingga 1987.,https://id.wikipedia.org/wiki/Sutanto_Wiryoprasonto,1924-07-24,2000-04-03
Danang Hadiwibowo,,,,File:Kepala Pusat Keuangan TNI Danang Hadiwibowo.jpg,,,,Pa Sahli Tk. III Bidang Intekmil dan Siber Panglima TNI,2 Oktober 2023,,,,A. Joko Takarianto,,,,,,,,,,,,,Kepala Pusat Keuangan TNI,26 Agustus 2020,2 Oktober 2023,,,Gladly Mailoa,,Poedji Santoso,,,,,,,,,,,,,,,,,,,,,,1966 12 9,"Probolinggo, Jawa Timur",,,Indonesia,,,,,Nori Chandrawati,,Try Sutrisno (ayah mertua) Firman Santyabudi (kakak ipar) Kunto Arief Wibowo (adik ipar),,,,Akademi Angkatan Udara (1989),,Indonesia,1989—sekarang,25px Marsekal Muda TNI,25px TNI Angkatan Udara,Korps Administrasi (Adm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513176https://pusku-tni.mil.id/wp-content/uploads/2023/01/TERBARU-BANGET-1229x1536.jpg Curiculum Vitae Kapusku TNI 1 Januari 2023 16 November 2023 Pusat Keuangan Tentara Nasional Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marsekal Muda TNI Danang Hadiwibowo, S.E., M.M., CHRMP (lahir 9 Desember 1966) adalah seorang perwira tinggi TNI-AU yang sejak 1 April 2024 mengemban amanat sebagai Pa Sahli Tk. III Bidang Intekmil dan Sumber Panglima TNI.",https://id.wikipedia.org/wiki/Danang_Hadiwibowo,1966-12-09,
Hari Suharto,,,,Indonesia_Attorney_General_Hari_suharto.gif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-11,Jaksa Agung Republik Indonesia,4 Juni 1984,19 Maret 1988,,,Ismail Saleh,Soeharto,,Sukarton Marmosujono,,,,1924 2 26,"Belanda Yogyakarta, Hindia Belanda",,,Indonesia,,,,,,,,,,,,,Indonesia,,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jaksa Agung Hari Suharto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayor Jenderal TNI (Purn.) Hari Suharto, S.H. (lahir 26 Februari 1924) adalah Jaksa Agung Republik Indonesia untuk periode 1984 sampai 1988.",https://id.wikipedia.org/wiki/Hari_Suharto,1924-02-26,
Indroyono Soesilo,Prof. Dr. Ir.,Dwisuryo,M.Sc.,Kabinet Kerja Indroyono Soesilo.jpg,,ke-3,Joko Widodo,Menteri Koordinator Kemaritiman Republik IndonesiaMenteri Koordinator Bidang Kemaritiman Republik Indonesia,27 Oktober 2014,12 Agustus 2015,,,"Jatidjan(Kabinet Ampera I, 1966)",,Rizal Ramli,Muhammad Jusuf Kalla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1955 03 27 y,"Bandung, Jawa Barat, Indonesia",,,Indonesia,,,Independen,,"Dr. Ir. Nining Sri Astuti, MA.",,,3,Soesilo Soedarman (ayah),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prof. Dr. Ir. Dwisuryo Indroyono Soesilo, M.Sc. (lahir 27 Maret 1955) adalah Menteri Koordinator Bidang Kemaritiman Republik Indonesia dalam Kabinet Kerja sejak 27 Oktober 2014 hingga 12 Agustus 2015. Sebelumnya ia menjabat sebagai Kepala Badan Riset Kelautan dan Perikanan Departemen Kelautan dan Perikanan  dan Direktur Sumber Daya Perikanan dan Aquakultur FAO, PBB. Pada 12 Agustus 2015, ia digantikan oleh Rizal Ramli sebagai bagian dari perombakan Kabinet Kerja 2014-2019.",https://id.wikipedia.org/wiki/Indroyono_Soesilo,1955-03-27,
Nasrudin Sumintapura,,Nasrudin Sumintapura,,Nasrudin Sumintapura - Fifth Development Cabinet.jpg,,Ke-5,Soeharto,Daftar Wakil Menteri Keuangan Indonesia  Menteri Muda Keuangan,23 Maret 1988,11 Maret 1993,,,Notohamiprodjo,,Anny Ratnawati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1938 8 1,"Jakarta, DKI Jakarta, Hindia Belanda",2011 5 5 1938 8 1,"Jakarta, DKI Jakarta, Indonesia",Indonesia,,,,,,,,,,,Universitas Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drs. Nasrudin Sumintapura, M.A. (1 Agustus 1938 – 5 Mei 2011) adalah Menteri Muda Keuangan yang menjabat pada 23 Maret 1988 hingga 11 Maret 1993.",https://id.wikipedia.org/wiki/Nasrudin_Sumintapura,1938-08-01,2011-05-05
Gita Wirjawan,,Gita Irawan Wirjawan,,Gita Wirjawan.jpg,,ke-27,Susilo Bambang Yudhoyono,Menteri Perdagangan Indonesia,19 Oktober 2011,31 Januari 2014,,,Mari Elka Pangestu,,Bayu Krisnamurthi (Plt.)Muhammad Lutfi,Boediono,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua Umum PBSI ke-12,2012,2016,,,Djoko Santoso,Susilo Bambang Yudhoyono  Joko Widodo,,Wiranto,,,,1965 09 21,"Indonesia Jakarta, Indonesia",,,,,,,,Yasmin Stamboel (k. 1993),,,Gia Putri WirjawanGian Putra WirjawanGibran Putra Wirjawan,,,Harvard University,Pengusaha,,,,,,,,,,,http://twitter.com/gwirjawan,,,,,,,,,,,,24 Agustus 2013,,,,,,Ketua Umum Barisan Indonesia ke-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220px,,,,,,,,,,,,Muhayat,,,,,,,,,,,,,,,,,,,Susilo Bambang Yudhoyono,,,,,,,,,ke-14,,,,,,,,,,,,,,13 Juni 2012,,,,,,,,,,,,,,,,,,,,,,,,,,Kepala Badan Koordinasi Penanaman Modal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,IDR 552 Miliar (LHKPN 2012)Gita Wirjawan https://drive.google.com/file/d/1I_hSYyYzZz4oHwaLgGh76og3WV_wV72-/view?usp=sharing/ LHKPN 2020-12-25 2022-04-12 https://web.archive.org/web/20220412073728/https://drive.google.com/file/d/1I_hSYyYzZz4oHwaLgGh76og3WV_wV72-/view?usp=sharing/ no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muhammad Chatib Basri,,,,,,,,,,,,,yes    Gita Wirjawan  2013—sekarang    722 ribu  68 juta  yes    9 Desember 2023,,,,Muhammad Lutfi,,,,,,,,,22 Oktober 2009,,,,,,,,,,,,,,,,"Gita Irawan Wirjawan, B.B.A., M.B.A., M.P.A.",https://id.wikipedia.org/wiki/Gita_Wirjawan,1965-09-21,
Ma'huno Bulerek Karathayano,,Ma'huno Bulerek Karathayano,,2018 Ma'huno Bulerek Karathayano.jpg,,ke-5,,FalintilPanglima Falintil,20 November 1992,4 April 1993,,,Xanana Gusmão,,Nino Konis Santana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949 4 14,"Dili, Timor Portugis",2021 9 24 1949 4 14,"Dili, Timor Leste",,,,Fretilin (1975—1999) Kongres Nasional Rekonstruksi Timor (2013—2021),,,,,,,,,,Timor Leste,1975—1993,,,,Pendudukan Indonesia di Timor Timur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,José António Gomes da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma'huno Bulerek Karathayano (2018),,,,30px Falintil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ma'huno Bulerek Karathayano alias José António Gomes da Costa alias Bukar (14 April 1949 – 24 September 2021) adalah komandan FALINTIL, sayap militer gerakan perlawanan di Timor Timur melawan pendudukan Indonesia antara tahun 1975 dan 1999. Terakhir, Ma'huno menjadi anggota Kongres Nasional Rekonstruksi Timor (CNRT).",https://id.wikipedia.org/wiki/Ma%27huno_Bulerek_Karathayano,1949-04-14,2021-09-24
Sudomo,Laksamana TNI (Purn.),,,"Sudomo, 25 Tahun Pembangunan Pemerintah Orde Baru.jpg",,ke-9,Soeharto,Ketua Dewan Pertimbangan Agung Republik Indonesia,1993,1998,,,Maraden Panggabean,,Arnold Achmad Baramuli,Try Sutrisno,,,,,,,,ke-3,Soeharto,Menteri Koordinator Bidang Politik dan Keamanan Republik Indonesia,23 Maret 1988,17 Maret 1993,,,Surono Reksodimedjo,,Soesilo Soedarman,Try Sutrisno,,,,,,,,ke-16,Menteri Tenaga Kerja Indonesia,19 Maret 1983,23 Maret 1988,,,Harun Zain,Soeharto,,Cosmas Batubara,Umar Wirahadikusumah,,,1926 9 20,"Malang, Jawa Timur, Hindia Belanda",2012 4 18 1926 9 20,"Jakarta, Indonesia",,,,,,Fransisca Play 1961 1980 divorced Fransisca Diah Widhowaty 20 September 1990 1994 divorced Aty Kusumawaty 1998 2002 divorced,,,4,,"Jalan Sekolah Kencana IV, Pondok Indah, Jakarta Selatan",,TNI,Indonesia,1945—1983,25px|  Laksamana TNI,25px TNI Angkatan Laut,Korps Pelaut,,,,,,,,,,,,,,,,,,17 April 1978,,Hamengkubuwono IX,,,,Daftar Wakil Panglima Tentara Nasional Indonesia  Wakil Panglima Angkatan Bersenjata Republik Indonesia,,,,,,,,,,,,,,,,,,Hamengkubuwono IX,,,,,Kepala Staf Komando Keamanan dan Ketertiban,,,R. Soebono,,Kepala Staf TNI Angkatan Laut,,,,,,,,,Adam Malik,,,,1973,,,,,,,,,,,16 Desember 1969,,,,,,,,,,Surono Reksodimedjo,,41/PLembaga Pemilihan Umum 1978 61,,,,,,,,,,,,,,,ke-5,,Soeharto,,,,,,,,,ke-5,,,,,,,Sudomo sebagai Ketua Dewan Pertimbangan Agung,Moeljadi,,,,,,29 Maret 1983,,,,,,,,,,,,,,,,,,,,,,,,Soeharto,,Komando Operasi Pemulihan Keamanan dan Ketertiban Panglima Komando Keamanan dan Ketertiban,,,,,,,,Soeharto,,,,,,,,,,,,,,,,,,,,,,,,,,,Soeharto,Stroke,,,,,Islam,,,,,,,,,,,,,,,29 Maret 1983,,,,,,"Taman Makam Pahlawan Nasional Utama Kalibata, Jakarta, Indonesia",,,Soeharto,,,,,,,,,,Widodo Adi Sutjipto,,,,,,,,,,,26 Juni 1973,,,,,,,,ke-6,,,,Jenderal TNI Leonardus Benyamin Moerdani,Adam Malik,,,,,,,,,,,,,,,,Jenderal TNI (Purn.) Soeharto,,Panglima Kopkamtib,,,,,,,5 April 1978,,,,,,,,,,1978,,,,,,Laksamana TNI (Purn.) Muhammad Sudomo (20 September 1926 – 18 April 2012) adalah seorang petinggi militer yang terkenal di masanya karena jabatannya sebagai Wakil Panglima ABRI dan Pangkopkamtib.,https://id.wikipedia.org/wiki/Sudomo,1926-09-20,2012-04-18
Amien Rais,,,,Amien Rais 2.jpg,,ke-11,Bacharuddin Jusuf Habibie  Abdurrahman Wahid  Megawati Soekarnoputri,Ketua Majelis Permusyawaratan Rakyat Republik Indonesia,3 Oktober 1999,30 September 2004,Ginandjar Kartasasmita  Husnie Thamrin  Jusuf Amir Feisal  Kwik Kian Gie (1999)  Soetjipto Soedjono (1999–2004)  Matori Abdul Djalil (1999–2001)  Cholil Bisri (2001–2004)  Hari Sabarno (1999–2001)  Agus Widjojo (2001–2002)  Slamet Supriadi (2002–2004)  Nazri Adlani  Oesman Sapta Odang (2002–2004),,Harmoko,,Hidayat Nur Wahid,,,,,,,,,,Bacharuddin Jusuf Habibie  Abdurrahman Wahid  Megawati Soekarnoputri,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 1999,30 September 2004,,,,,,,,,,,,,,ke-1,Ketua Umum Partai Amanat Nasional,23 Juni 1998,9 April 2005,,,tidak ada; jabatan baru,,,Soetrisno Bachir,,,,1944 4 26,"Surakarta, Jawa Tengah, Masa Pendudukan Jepang",,,,,,Partai Ummat (sejak 2021),PAN (1998–2020),Kusnasriyati Sri Rahayu 1969,,,Ahmad Hanafi Rais Hanum Salsabiela Rais Ahmad Mumtaz Rais Tasniem Fauzia Rais Ahmad Baihaqi Rais,Sudalmijah Suhud Rais (ibu),,Universitas Gadjah Mada UIN Sunan Kalijaga Universitas Notre Dame Universitas Chicago,"Aktivis Islam, politikus",,,,,,,,,,Signature of Amien Rais.svg,,,,,,,,,,Abdul Rozaq Rais (adik) Rangga Almahendra (menantu) Ridho Rahmadi (menantu) Mardiana Indraswati (adik ipar),,,29 April 2021,,,,,,Ketua Majelis Syuro Partai Ummat,Akbar Tandjung,DKI Jakarta,,,,,,,,,,,,,,,,,Ilmu politik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tidak ada; jabatan baru,,,,,,,,,,,,,Ketua,,,,,,,,,,,,,Fraksi Reformasi (Partai Amanat Nasional),,ke-12,,,,,,,"Potret sebagai calon presiden, 2004",,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua Umum Pimpinan Pusat MuhammadiyahKetua Umum Pimpinan Pusat Muhammadiyah,,,,,,,,,,,Ridho Rahmadi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua umum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syafii Ma'arif,,,,,,,,,,,,,,,,,Ahmad Azhar Basyir,,,,,,,,,1995,,,,,,,,,,,,,,,,"Prof. Dr. H. Muhammad Amien Rais, M.A., Ph.D. (lahir 26 April 1944) adalah politikus Indonesia yang saat ini menjabat sebagai Ketua Majelis Syuro Partai Ummat sejak awal dideklarasikan pada tanggal 29 April 2021. Selain itu, ia juga pernah menjabat sebagai Ketua Majelis Permusyawaratan Rakyat Republik Indonesia sejak 3 Oktober 1999 hingga 30 September 2004. Ia dikenal sebagai tokoh Muhammadiyah. Ia juga dikenal sebagai pendiri Partai Amanat Nasional dan pendiri Partai Ummat.",https://id.wikipedia.org/wiki/Amien_Rais,1944-04-26,
