title,jenis_infobox,infobox
Filomeno Hornay,infobox officeholder,"{{Infobox Officeholder
|honorific-prefix    = 
|name                = {{PAGENAME}}
|honorific-suffix    = 
|image               = 
|imagesize           = 
|smallimage          =
|order               = 
|office              = Ketua Dewan Konsultatif UNTAS 
|term_start          = 16 Juli 2016
|term_end            = 
|vicepresident       =
|viceprimeminister   =
|deputy              =
|lieutenant          =
|monarch             =
|president           =
|primeminister       =
|taoiseach           =
|chancellor          = 
|governor            =
|governor-general    =
|governor_general    =
|predecessor         = 
|successor           = 
|birth_date          = {{birth date and age|1960|1|1}}
|birth_place         = {{negara|Portugis}} [[Fohorem]], [[Cova Lima]], [[Timor Portugis]]
|death_date          = 
|death_place         = 
|restingplace        =
|restingplacecoordinates =
|birthname           = Filomeno de Jesus Hornay
|nationality         = {{flag|Indonesia}}
|party               =
|otherparty          = <!--For additional political affiliations -->
|spouse              = Maria I. Alice Assis
|relations           =
|children            = {{unbulleted list|Priscilla Hornay|Salatiel Hornay|Jason Hornay|Fenella Hornay|Letitia Hornay}}
|parents             = 
|residence           =
|alma_mater          = Lincoln University, New Zealand
|occupation          = 
|profession          = Pensiunan PNS
|religion            = [[Katolik]]
|signature           =
|website             =
|facebook            =
|facebookpage        =
|twitter             =
}}"
Pemilihan umum legislatif Indonesia 1977,infobox election,"{{Infobox Election
| election_name      = Pemilihan umum legislatif Indonesia 1977
| country            = Indonesia
| type               = Parlementer
| ongoing            = no
| previous_election  = Pemilihan umum legislatif Indonesia 1971
| previous_year      = 1971
| next_election      = Pemilihan umum legislatif Indonesia 1982
| next_year          = 1982
| seats_for_election = 360 kursi [[Dewan Perwakilan Rakyat]]
| election_date      = {{Start date|1977|05|2}}

| image1             = [[Berkas:Amir Murtono, Memperkenalkan Anggota-Anggota DPR Hasil Pemilu 1982, p148 (3x4).jpg|100px]]
| leader1            = [[Amir Murtono]]
| party1             = Golongan Karya
| last_election1     = 236 kursi, 62,82%
| seats1             = '''232'''
| seat_change1       = {{decrease}}4
| popular_vote1      = '''39.750.096'''
| percentage1        = '''62,11%'''
| swing1             = {{decrease}}0,71%

| image2             = [[Berkas:Mohammad Syafa'at Mintaredja, Minister of Social Affairs of Indonesia.jpg|100px]]
| leader2            = [[Mohammad Syafa'at Mintaredja]]
| party2             = Partai Persatuan Pembangunan
| last_election2     = ''Partai baru''
| seats2             = 99
| seat_change2       = ''Partai baru''
| popular_vote2      = 18.743.491
| percentage2        = 29,29%
| swing2             = ''Partai baru''

| image3             = [[Berkas:Sanusi Hardjadinata, Departemen Dalam Negeri dari Masa ke Masa, p103.jpg|100px]]
| leader3            = [[Sanusi Hardjadinata]]
| party3             = Partai Demokrasi Indonesia
| last_election3     = ''Partai baru''
| seats3             = 29
| seat_change3       = ''Partai baru''
| popular_vote3      = 5.504.751
| percentage3        = 8,60%
| swing3             = ''Partai baru''

| title              = Kepemimpinan
| before_election    = [[MPR]]: [[Abdul Haris Nasution]] (Militer)<br>[[DPR]]: Achmad Sjaichu ([[NU]])
| posttitle          = Kepemimpinan baru
| after_election     = [[MPR]] & [[DPR]]: [[Idham Chalid]] ([[PPP]])
| map_image         = Map of 1977 Indonesian Legislative Election - Cities and Regencies.svg
| map_size          = 
| map_alt           = 
| map               = 
| map_caption       = {{Legend|#FF0|Golkar}}{{Legend|green|PPP}}{{Legend|red|PDI}}
}}"
Arief Budiman,infobox person,"{{Infobox person
|name        = Arief Budiman
|residence   = [[Salatiga]]
|image       = Arief budiman.jpg
|imagesize   = 220px
|alt         = 
|caption     = 
|birth_name  = Soe Hok Djin
|birth_date  = {{Birth date|1941|1|3}}
|birth_place = [[Jakarta]], [[Hindia Belanda]]
|death_date  = {{Death date and age|2020|4|23|1941|1|3}}
|death_place = [[Salatiga]], Jawa Tengah, Indonesia
|nationality = [[Indonesia]]
|other_names = 
|alma_mater  = [[Universitas Indonesia]]
|occupation  = [[Guru Besar]]
|known_for   = [[Aktivis|Aktivis reformasi]] 
|religion    = [[Islam]]
|spouse      = [[Leila Chairani Budiman]]
|children    = Adrian, Santi
|parents     = [[Soe Lie Piet]]
|relations   = [[Soe Hok Gie]]<br>(saudara)
}}"
Mochtar Lubis,infobox person,"{{Infobox person
|name        = Mochtar Lubis
|image       = Mochtar Lubis (1979).jpg
|alt         = 
|caption     = 
|birth_name  = 
|birth_date  = {{Birth date|1922|03|7}}
|birth_place = {{negara|Belanda}} [[Padang]], [[Hindia]]
|death_date  = {{Death date and age|2004|07|2|1922|03|7}} 
|death_place = 
|nationality = Indonesia
|other_names = 
|known_for   = 
|occupation  = Sastrawan, editor
}}"
Kategori:Indonesia dalam tahun 1969,,
Mohammad Sadli,infobox officeholder,"{{Infobox Officeholder
|honorific-prefix = 
|name             = {{PAGENAME}}
|image            = M_sadli.jpg
|imagesize        = 
|caption          = 
|office           = Menteri Pertambangan Indonesia
|order            = ke-6
|term_start       = 28 Maret 1973
|term_end         = 28 Maret 1978
|president        = [[Soeharto]]
|predecessor      = [[Sumantri Brodjonegoro]]
|successor        = [[Soebroto]]
|office1           =Menteri Tenaga Kerja Indonesia
|order1            = ke-13
|term_start1       = 11 September 1971
|term_end1         = 28 Maret 1973
|president1        = [[Soeharto]] 
|predecessor1      = [[Mursalin Daeng Mamangung]]
|successor1       = [[Soebroto]]
|birth_date       = {{birth date|1922|6|10}}
|birth_place      =  [[Sumedang]], [[Jawa Barat]], [[Hindia Belanda]]
|death_date       = {{death date and age|2008|1|8|1922|6|10}}
|death_place      = [[DKI Jakarta|Jakarta]], [[Indonesia]]
|nationality      = [[Indonesia]]
|party            = 
|spouse           = Prof. Dr. Saparinah Sadli
|children         = 
|residence        = 
|alma_mater       = 
|occupation       = Ekonom
|religion         = [[Islam]]
}}"
Grand Prix sepeda motor Indonesia 1997,infobox grand prix motorcycle race report,"{{Infobox Grand Prix motorcycle race report
| Grand Prix = Indonesian
| flag = Indonesia
| Location = [[Sentul International Circuit|Sentul]]
| Course_mi = 2.56
| Course_km = 4.12
| Race_No = 14
| Season_No = 15
| Date = 28 September
| Year = 1997
| Image = Sental International Circuit.svg
| Pole_Rider_500 = [[Mick Doohan]]
| Pole_Rider_500_Country = Australia
| Pole_Time_500 = 1:25.474
| Fast_Rider_500 = [[Tadayuki Okada]]
| Fast_Rider_500_Country = Japan
| Fast_Time_500 = 1:26.141
| First_Rider_500 = [[Tadayuki Okada]]
| First_Rider_500_Country = Japan
| Second_Rider_500 = [[Mick Doohan]]
| Second_Rider_500_Country = Australia
| Third_Rider_500 = [[Àlex Crivillé]]
| Third_Rider_500_Country = Spain
| Pole_Rider_250 = [[Max Biaggi]]
| Pole_Rider_250_Country = Italy
| Pole_Time_250 = 1:27.438
| Fast_Rider_250 = [[Max Biaggi]]
| Fast_Rider_250_Country = Italy
| Fast_Time_250 = 1:28.256
| First_Rider_250 = [[Max Biaggi]]
| First_Rider_250_Country = Italy
| Second_Rider_250 = [[Tohru Ukawa]]
| Second_Rider_250_Country = Japan
| Third_Rider_250 = [[Olivier Jacque]]
| Third_Rider_250_Country = France
| Pole_Rider_125 = [[Jorge Martínez (motorcyclist)|Jorge Martínez]]
| Pole_Rider_125_Country = Spain
| Pole_Time_125 = 1:34.393
| Fast_Rider_125 = [[Valentino Rossi]]
| Fast_Rider_125_Country = Italy
| Fast_Time_125 = 1:34.044
| First_Rider_125 = [[Valentino Rossi]]
| First_Rider_125_Country = Italy
| Second_Rider_125 = [[Kazuto Sakata]]
| Second_Rider_125_Country = Japan
| Third_Rider_125 = [[Jorge Martínez (motorcyclist)|Jorge Martínez]]
| Third_Rider_125_Country = Spain
|}}"
Setya Novanto,infobox officeholder,"{{Infobox Officeholder
|honorific-prefix   = <!-- Hanya gelar kehormatan/kenegaraan (non-akademis) -->
|honorific-suffix   = <!-- Hanya gelar kehormatan/kenegaraan (non-akademis) -->
|name               = Setya Novanto
|image              = Setya Novanto, Ketua DPR RI.jpg
|imagesize          =  
|other_names        = 
|ethnicity          = 
|office             = Ketua Dewan Perwakilan Rakyat
|order              = ke-16
|term_start         = 30 November 2016
|term_end           = 11 Desember 2017
|predecessor        = [[Ade Komarudin]]
|president          = [[Joko Widodo]]
|successor          = [[Fadli Zon]] (Pelaksana Tugas)<br>[[Bambang Soesatyo]]
|lieutenant         = [[Fadli Zon]]<br/>[[Agus Hermanto]]<br/>[[Taufik Kurniawan]]<br/>[[Fahri Hamzah]]
|term_start1        = 2 Oktober 2014
|term_end1          = 16 Desember 2015
|president1         = [[Susilo Bambang Yudhoyono]] <br /> [[Joko Widodo]]
|predecessor1       = [[Marzuki Alie]]
|successor1         = [[Ade Komarudin]]
|office2            = Ketua Umum Partai Golongan Karya
|order2             = ke-10
|term_start2        = 17 Mei 2016
|term_end2          = 13 Desember 2017
|lieutenant2        = 
|predecessor2       = [[Aburizal Bakrie]]
|successor2         = [[Airlangga Hartarto]]
|office3            = Anggota [[Dewan Perwakilan Rakyat Republik Indonesia]]
|term_start3        = 1 Oktober 1999
|term_end3          = 11 Desember 2017
|constituency3      = [[Timor Timur]]<ref>[https://www.mail-archive.com/permias@listserv.syr.edu/msg07539.html Anggota DPR-RI 1999-2004], diakses 29 Desember 2021.</ref><br><small>(1999—2004)</small><ref>https://id.quora.com/Timor-Timur-lepas-dari-Indonesia-pada-Oktober-1999-Apakah-ini-memengaruhi-posisi-anggota-DPR-periode-1999-2004-yang-berasal-dari-daerah-pemilihan-Timor-Timur?ch=10&oid=32927070&share=06f96207&srid=ewB6U&target_type=question</ref><br>[[Daftar daerah pemilihan nasional Indonesia|Nusa Tenggara Timur II]]<br><small>(2004—2017)</small>
|predecessor3       = <!-- kalau mengganti di tengah jabatan -->
|successor3         = [[Imanuel Ekadianus Blegur]]
|majority3          = 
|birth_date         = {{birth date and age|1955|11|12|mf=yes}} <ref name=""merdeka.com 1"">{{cite web |url=http://profil.merdeka.com/indonesia/s/setya-novanto/ |title=Setya Novanto - Profil |author= |date=|work= |publisher= [[Merdeka.com]] |accessdate=December 3, 2015}}</ref>
|birth_place        = [[Bandung]], [[Jawa Barat]], [[Indonesia]]<ref name=""merdeka.com 1""/>
|death_date         = 
|death_place        = 
|party              = [[Partai Golongan Karya]]
|spouse             = Luciana Lily Herliyanti <br> Deisti Astriani Tagor, S.H. 
|relations          = <!-- Nama keluarga; termasuk hanya jika subjek secara independen sudah terkenal atau sangat relevan; bila ada rujukan/referensi, uraikan pada artikel -->
|children           = <!-- Kolom ini diisi hanya jumlah anak; hanya nama anak yang secara independen sudah terkenal atau telah memiliki artikelnya di Wikipedia; bila ada rujukan/referensi, uraikan pada artikel -->'''Pernikahan dengan Luciana Lily Herliyanti:''' 2<br>'''Pernikahan dengan Deisti Astriani Tagor''': 2 
|occupation         = [[Politisi]]
|networth           = 
|alma_mater         = [[Universitas Katolik Widya Mandala Surabaya]]<br/>[[Universitas Trisakti]]
|religion           = <!-- Kosongkan bagian ini; kolom terkait Suku, Agama dan Ras telah dinonaktifkan -->
}}"
Syarwan Hamid,infobox officeholder,"{{Infobox Officeholder
|name               = {{PAGENAME}}
|image              = Syarwan Hamid, The DPR-RI Stance on the Reform Process and the Resignation of President Soeharto, p39.jpg
|imagesize          =
|caption            = 
|office             = Menteri Dalam Negeri Indonesia
|order              = ke–22
|term_start         = 23 Mei 1998
|term_end           = 27 September 1999
|president          = [[B. J. Habibie]]
|predecessor        = [[R. Hartono]]
|successor          = [[Soerjadi Soedirdja]] 
|birth_date         = {{Birth date|1943|11|10}}
|birth_place        = [[Dusun Pusaka, Pusako, Siak|Dusun Pusaka]], [[Kesultanan Siak Sri Inderapura|Siak]], [[Masa pendudukan Jepang]]
|death_date         = {{dda|2021|3|25|1943|11|10}}
|death_place        = [[Cimahi]], [[Jawa Barat]], [[Indonesia]]
|nationality        = 
|party              = [[Partai Golongan Karya|Golkar]] <br> [[Partai Persatuan Indonesia|Perindo]] (2015)<ref>{{Cite news|url=https://www.antaranews.com/berita/529890/syarwan-hamid-mundur-dari-perindo|title=Syarwan Hamid mundur dari Perindo|date=17 November 2015|access-date=25 Maret 2021|work=[[Lembaga Kantor Berita Nasional Antara|ANTARA News]]|last=Said|first=Muhammad|editor-last=Saputra|editor-first=Desy}}</ref>
|spouse             = [[Endang Agustini Syarwan|Hj. Endang Agustini, S.I.P.]]
|rank               = [[Berkas:Pdu letjendtni staf.png|25px]] [[Letnan Jenderal]] [[TNI]]
|branch             = [[Berkas:Insignia of the Indonesian Army.svg|25px]] [[TNI Angkatan Darat]]
|unit = [[Infanteri]]
|allegiance = {{flag|Indonesia}}
|command            = 
|serviceyears       = 1966–1996
|servicenumber      = 20755
|battles            = [[Pemberontakan di Aceh]]
|awards             = 
|relations          = 
|children           = 
|alma_mater         = [[Akademi Militer]] (1966)
|occupation         = 
|profession         = [[Tentara]] <br/> [[Politikus]]
|signature          = 
|website            = 
|footnotes          = 
}}"
Kebakaran hutan Indonesia 1997,,
Osa Maliki Wangsadinata,infobox officeholder,"{{Infobox Officeholder
|name        = Osa Maliki Wangsadinata
|image       = Osa Maliki, Hasil Rakjat Memilih Tokoh-tokoh Parlemen (Hasil Pemilihan Umum Pertama - 1955) di Republik Indonesia, p75.jpg
|alt         = 
|caption     = 
|birth_name  = 
|birth_date  = {{birth date|1907|12|30}} 
|birth_place = {{flagicon | Hindia Belanda}} [[Padalarang, Bandung Barat]]
|death_date  = {{death date and age|1969|09|14|1907|12|30}} 
|death_place = {{flagicon| Indonesia}} [[Semarang]], [[Jawa Tengah]]
|resting_place = [[TMP Cikutra]], [[Bandung]], [[Jawa Barat]]
|nationality = {{flagicon| Indonesia}} [[Indonesia]] 
|other_names = 
|known_for   = Anggota  [[DPR RI|Dewan Perwakilan Rakyat Republik Indonesia]] <br/> Ketua [[Partai Nasional Indonesia]] Osa-Usep <br/> Digulis
|religion = [[Islam]]
|children= 
|spouse = 
|relatives= 
|party = [[Berkas:Indonesian National Party.png|20px]] [[Partai Nasional Indonesia]]
|occupation  = 
|alma_mater =
}}"
Rencana Pembangunan Lima Tahun,,
Indonesia dalam tahun 1972,,
Chris Siner Key Timu,,
Kecelakaan transportasi di Indonesia,,
Panasonic Awards 1997,infobox award,"{{Infobox award
| name = Panasonic Awards 1997
| date = [[Jumat]], [[19 September]] [[1997]]
| location = Plenary Hall, [[Jakarta Convention Center]], [[Jalan Jenderal Gatot Subroto (Jakarta)|Jalan Jenderal Gatot Subroto]], [[Senayan]], [[Gelora, Tanah Abang, Jakarta Pusat]]
| country = {{flag|Indonesia}}
| sponsor        = [[Panasonic]]
| runtime        = 1 jam 55 menit (19:35-21:30 [[Waktu Indonesia Barat|WIB]])
| most_awards   = [[RCTI]] (18)
| most_winner   = [[RCTI]] (18)
| award1_type   = Acara Sinetron Drama
| award1_winner = [[Janjiku]] ([[RCTI]])
| award2_type   = Bintang Drama Pria
| award2_winner = [[Rano Karno]] ([[Si Doel Anak Sekolahan]] - [[RCTI]])
| award3_type   = Bintang Drama Wanita
| award3_winner = [[Paramitha Rusady]] ([[Janjiku]] - [[RCTI]])
| award4_type   = Sutradara Sinetron Latar Belakang Kebudayaan
| award4_winner = [[Rano Karno]] ([[Si Doel Anak Sekolahan]] - [[RCTI]])
| award5_type   = Acara Sinetron Latar Belakang Kebudayaan
| award5_winner = [[Si Doel Anak Sekolahan]] ([[RCTI]])
| network = [[Indosiar]]
| previous =
| main = [[Panasonic Gobel Awards]]
| next = [[Panasonic Awards 1998|1998]]
}}"
Keluarga Berencana,,
Pembantaian Purwodadi,,
Gempa bumi Flores 1982,,
Tabrakan kereta api Bintaro 1987,infobox rail accident,"{{Infobox rail accident
|image = Proses evakuasi Tragedi Bintaro.png
|caption = Proses evakuasi sesaat setelah kejadian, sebagaimana diliput oleh ''[[Kompas (surat kabar)|Kompas]]''. Evakuasi Tragedi Bintaro melibatkan bermacam-macam elemen mulai dari ABRI, pemadam kebakaran, relawan, dan masyarakat umum.
|name = Tabrakan kereta api Bintaro 1987
|date = {{Start date and age|1987|10|19}}
|time = 06.45 WIB (permulaan)
|location = [[Bintaro, Pesanggrahan, Jakarta Selatan|Bintaro]], [[Daerah Khusus Ibukota Jakarta|Jakarta]]
|country = [[Indonesia]]
| image_map           = {{Infobox mapframe|type=point|zoom=12}}
|line = [[Jalur kereta api Merak–Tanahabang|Merak–Tanahabang]] segmen Rangkasbitung–Tanahabang
|operator = [[Kereta Api Indonesia|Perusahaan Jawatan Kereta Api]]
|type = Tabrakan langsung
|cause = Kelalaian PPKA Stasiun Sudimara dalam memberikan tanda aman bagi KA 225
|trains = 2 (KA 225 vs. KA 220)
|pax = 
|deaths = 139 dengan rincian
* 113 teridentifikasi
* 26 tak diketahui identitasnya
|injuries = 254 dengan rincian
* 170 dirawat di rumah sakit
* 84 luka ringan
|crew='''KA 225:'''
* [[Slamet Suradio]], masinis
* Soleh, asisten masinis
* Adung Syafei, kondektur
'''KA 220:'''
* Amung Sunarya, masinis
* Mujiono, asisten masinis
'''Stasiun Sudimara: '''
* Djamhari, PPKA
'''Stasiun Kebayoran:'''
* Umriyadi, PPKA|damage=Rusak pada:
* lokomotif [[BB303]] 16 dan [[BB306]] 16
* satu kereta penumpang berbagasi kelas 3 (KB3)
* tiga kereta penumpang kelas 3 (K3)
}}"
Alex Noerdin,infobox governor,"{{Infobox Governor
| honorific-prefix    = 
| name                = Alex Noerdin
| honorific-suffix    = 
| image               = File:Anggota DPR Alex Noerdin.jpg
| imagesize           = 250px
| office              = Anggota [[Dewan Perwakilan Rakyat Republik Indonesia]]
| term_start          = 1 Oktober 2019
| term_end            = 16 September 2021
| constituency        = [[Daftar daerah pemilihan nasional Indonesia|Sumatera Selatan II]]
| successor           = [[Tofan Maulana]]
| office2             = Gubernur Sumatera Selatan
| order2              = ke-15
| term_start2         = 7 November 2008
| term_end2           = 21 September 2018
| president2          = {{unbulleted list|[[Susilo Bambang Yudhoyono]]|[[Joko Widodo]]}}
| lieutenant2         = {{unbulleted list|[[Edy Yusuf]] (2008—13)|[[Ishak Mekki]] (2013—18)}}
| predecessor2        = [[Mahyuddin N. S.]]
| successor2          = [[Hadi Prabowo]] (Pj.)<br>[[Herman Deru]]
| office3             = Bupati Musi Banyuasin
| order3              = ke-9
| term_start3         = 16 Januari 2001
| term_end3           = 14 Juni 2008
| president3          = {{unbulleted list|[[Abdurrahman Wahid]]|[[Megawati Soekarnoputri]]|[[Susilo Bambang Yudhoyono]]}}
| governor3           = {{unbulleted list|[[Rosihan Arsyad]]|[[Syahrial Oesman]]|[[Mahyuddin N.S]]}}
| lieutenant3         = {{unbulleted list|[[Mat Syuroh]] (2001—2006)|[[Pahri Azhari]] (2007—2008)}}
| predecessor3        = [[Nazom Nurhawi]]
| successor3          = [[Pahri Azhari]]
| birth_date          = {{birth date and age|1950|9|9}}
| birth_place         = [[Palembang]], [[Sumatera Selatan]], [[Indonesia]]
| nationality         = [[Indonesia]]
| occupation          = [[Pegawai Negeri Sipil]]{{br}}[[Politikus]]
| party               = [[Partai Golongan Karya]]
| spouse(s)           = Sri Eliza
| children            = {{unbulleted list|[[Dodi Reza Alex Noerdin]]|[[Deni Akendra Alex]] (Almarhum)|[[Lury Elza Alex]]}}
| alma_mater          = {{unbulleted list|[[Universitas Trisakti]] (1980)|[[Universitas Atma Jaya]] (1981)}}
| website             = [http://www.alexnoerdin.info www.alexnoerdin.info]
}}"
